District.Type,District.Number,name19.x,enrollment19,perc_white19,perc_frp19,name22.y,enrollment22,perc_white22,perc_frp22,name25.y,enrollment25,perc_white25,perc_frp25,math19,reading19,math22,reading22,name22.x,math25,reading25,name25.x,math_perc_19_22,math_perc_pt_19_22,math_perc_22_25,math_perc_pt_22_25,math_perc_19_25,math_perc_pt_19_25,reading_perc_19_22,reading_perc_pt_19_22,reading_perc_22_25,reading_perc_pt_22_25,reading_perc_19_25,reading_perc_pt_19_25,name19.y,filter_helper
7,4018,Achieve Language Academy,452,9.29%,82.08%,Achieve Language Academy,441,7.26%,72.34%,Achieve Language Academy,451,4.66%,81.15%,44.29,47.86,13.97,26.2,Achieve Language Academy,13.08,25.67,Achieve Language Academy,-0.684578912,-0.3032,-0.063707946,-0.0089,-0.704673741,-0.3121,-0.452569996,-0.2166,-0.020229008,-0.0053,-0.463643962,-0.2219,Achieve Language Academy,-0.2219
1,241,Albert Lea Public School District,3595,63.81%,51.93%,Albert Lea Public School District,3506,59.30%,50.11%,Albert Lea Public School District,3335,54.93%,57.96%,43.93,47.61,36.57,40.36,Albert Lea Public School District,27.75,37.4,Albert Lea Public School District,-0.167539267,-0.0736,-0.241181296,-0.0882,-0.368313226,-16.18,-0.152278933,-0.0725,-0.073339941,-0.0296,-0.214450746,-10.21,Albert Lea Public School District,-10.21
7,4025,Cyber Village Academy,228,68.42%,30.70%,Cyber Village Academy,250,60.80%,32.40%,Cyber Village Academy,192,59.90%,45.31%,43.01,58.7,21.05,44.72,Cyber Village Academy,17.46,43.75,Cyber Village Academy,-0.510578935,-0.2196,-0.170546318,-0.0359,-0.594047896,-0.2555,-0.238160136,-0.1398,-0.021690519,-0.0097,-0.254684838,-0.1495,Cyber Village Academy,-0.1495
7,4026,E.C.H.O. Charter School,68,63.24%,58.82%,E.C.H.O. Charter School,69,71.01%,43.48%,E.C.H.O. Charter School,65,47.69%,73.85%,21.74,51.16,7.41,26.92,E.C.H.O. Charter School,7.14,26.09,E.C.H.O. Charter School,-0.659153634,-0.1433,-0.036437247,-0.0027,-0.671573137,-0.146,-0.473807662,-0.2424,-0.030832095,-0.0083,-0.490031274,-0.2507,E.C.H.O. Charter School,-0.146
7,4027,Higher Ground Academy,780,0.00%,>=90%,Higher Ground Academy,1024,0.00%,>=90%,Higher Ground Academy,1163,5.07%,>=90%,51.99,53.95,28.6,48.01,Higher Ground Academy,38.09,46.35,Higher Ground Academy,-0.44989421,-0.2339,0.331818182,0.0949,-0.267359108,-0.139,-0.110101946,-0.0594,-0.03457613,-0.0166,-0.140871177,-0.076,Higher Ground Academy,-0.076
7,4029,St. Paul City School,478,1.88%,>=90%,St. Paul City School,466,3.22%,87.12%,St. Paul City School,615,2.60%,88.94%,30.36,32.27,6.9,16.92,St. Paul City School,5.08,11.42,St. Paul City School,-0.772727273,-0.2346,-0.263768116,-0.0182,-0.832674572,-0.2528,-0.475674001,-0.1535,-0.325059102,-0.055,-0.646110939,-0.2085,St. Paul City School,-0.2085
7,4035,Life Prep,312,5.13%,81.09%,Life Prep,187,4.81%,81.28%,Life Prep,134,5.97%,89.55%,34.18,27.22,12.5,16.84,LIFE Prep,7.69,22.39,LIFE Prep,-0.634289058,-0.2168,-0.3848,-0.0481,-0.775014628,-0.2649,-0.381337252,-0.1038,0.329572447,0.0555,-0.177443057,-0.0483,Life Prep,-0.0483
7,4038,Sojourner Truth Academy,389,1.29%,>=90%,Sojourner Truth Academy,295,0.34%,79.32%,Sojourner Truth Academy,383,1.83%,>=90%,13.52,13.41,10.26,11.46,Sojourner Truth Academy,5.76,11.49,Sojourner Truth Academy,-0.24112426,-0.0326,-0.438596491,-0.045,-0.573964497,-0.0776,-0.14541387,-0.0195,0.002617801,0.0003,-0.143176734,-0.0192,Sojourner Truth Academy,-0.0192
7,4043,Math And Science Academy,526,52.66%,5.13%,Math And Science Academy,553,41.05%,4.16%,Math And Science Academy,720,31.53%,9.86%,78.5,83.78,66.67,83.19,Math and Science Academy,71.68,80.52,Math and Science Academy,-0.150700637,-0.1183,0.075146243,0.0501,-0.086878981,-0.0682,-0.007042254,-0.0059,-0.032095204,-0.0267,-0.038911435,-0.0326,Math and Science Academy,-0.0326
7,4053,North Lakes Academy,402,87.56%,16.92%,North Lakes Academy,548,87.96%,18.98%,North Lakes Academy,465,81.94%,41.72%,47.37,59.04,36.96,52.98,North Lakes Academy,30.43,36.64,North Lakes Academy,-0.219759341,-0.1041,-0.176677489,-0.0653,-0.357610302,-0.1694,-0.102642276,-0.0606,-0.308418271,-0.1634,-0.379403794,-0.224,North Lakes Academy,-0.1694
7,4054,LA CRESCENT MONTESSORI ACADEMY,82,97.56%,31.71%,La Crescent Montessori & STEM School,87,94.25%,24.14%,La Crescent Montessori & STEM School,101,92.08%,29.70%,27.45,62.75,14,57.14,La Crescent Montessori & STEM School,31.37,48,La Crescent Montessori & STEM School,-0.489981785,-0.1345,1.240714286,0.1737,0.1428051,0.0392,-0.08940239,-0.0561,-0.159957998,-0.0914,-0.235059761,-0.1475,La Crescent Montessori and STEM School,0.0392
7,4055,Nerstrand Charter School,149,89.26%,34.90%,Nerstrand Charter School,121,94.21%,9.92%,Nerstrand Charter School,102,86.27%,23.53%,58.67,50.67,50.94,48.08,Nerstrand Charter School,57.45,55.32,Nerstrand Charter School,-0.131753878,-0.0773,0.127797409,0.0651,-0.020794273,-0.0122,-0.051115058,-0.0259,0.150582363,0.0724,0.091770278,0.0465,Nerstrand Charter School,0.0465
7,4058,Schoolcraft Learning Community Chtr,202,69.80%,43.56%,Schoolcraft Learning Community Charter,195,77.44%,30.26%,Schoolcraft Learning Community Charter,192,70.31%,38.02%,50.42,55.83,43.7,59.26,Schoolcraft Learning Community Charter,33.59,48.46,Schoolcraft Learning Community Charter,-0.133280444,-0.0672,-0.231350114,-0.1011,-0.333796113,-0.1683,0.061436504,0.0343,-0.182247722,-0.108,-0.132007881,-0.0737,Schoolcraft Learning Community Charter,-0.0737
7,4059,Crosslake Community Charter School,246,95.12%,33.33%,Crosslake Community Charter School,388,91.49%,33.51%,Crosslake Community Charter School,494,88.06%,46.56%,37.5,62.7,24.19,50.38,Crosslake Community Charter School,23.26,46.03,Crosslake Community Charter School,-0.354933333,-0.1331,-0.038445639,-0.0093,-0.379733333,-0.1424,-0.196491228,-0.1232,-0.086343787,-0.0435,-0.265869219,-0.1667,Crosslake Community Charter School,-0.1424
7,4064,Riverway Learning Community Chtr,125,79.20%,66.40%,Riverway Learning Community Charter,121,68.60%,63.64%,Riverway Learning Community Charter,124,70.97%,72.58%,12.9,29.51,20,40.98,Riverway Learning Community Charter,21.21,45.59,Riverway Learning Community Charter,0.550387597,0.071,0.0605,0.0121,0.644186047,0.0831,0.388681803,0.1147,0.112493899,0.0461,0.544900034,0.1608,Riverway Learning Community Charter,0.1608
7,4067,Aurora Charter School,411,0.24%,>=90%,Aurora Charter School,435,0.00%,79.77%,Aurora Charter School,419,0.24%,77.80%,24,26.91,9.75,16.25,Aurora Charter School,8.89,16.24,Aurora Charter School,-0.59375,-0.1425,-0.088205128,-0.0086,-0.629583333,-0.1511,-0.396135266,-0.1066,-0.000615385,-0.0001,-0.396506875,-0.1067,Aurora Charter School,-0.1067
7,4068,Excell Academy Charter,426,0.23%,>=90%,Excell Academy Charter,456,0.22%,79.17%,Excell Academy Charter,548,0.18%,87.04%,36.41,48.39,6.11,27.59,Excell Academy Charter,12.45,19.64,Excell Academy Charter,-0.832188959,-0.303,1.037643208,0.0634,-0.658060972,-0.2396,-0.429840876,-0.208,-0.28814788,-0.0795,-0.594131019,-0.2875,Excell Academy Charter,-0.2396
7,4070,HOPE Community Academy,494,1.21%,78.95%,HOPE Community Academy,640,0.47%,79.69%,HOPE Community Academy,799,0.50%,88.74%,34.8,37.9,10.46,19.39,HOPE Community Academy,15.95,17.47,HOPE Community Academy,-0.699425287,-0.2434,0.524856597,0.0549,-0.541666667,-0.1885,-0.488390501,-0.1851,-0.099020113,-0.0192,-0.539050132,-0.2043,Hope Community Academy,-0.1885
7,4073,Academia Cesar Chavez Charter School,541,3.14%,87.80%,Academia Cesar Chavez Charter School,547,0.91%,83.00%,Academias La Paz,568,8.10%,88.03%,19.14,25.21,2.77,17.43,Academia Cesar Chavez Charter School,3.73,9.46,Academias La Paz,-0.855276907,-0.1637,0.346570397,0.0096,-0.805120167,-0.1541,-0.308607695,-0.0778,-0.457257602,-0.0797,-0.624752083,-0.1575,Academia Cesar Chavez Charter School,-0.1541
7,4074,AFSA High School,330,77.88%,33.33%,AFSA High School,423,60.05%,48.94%,AFSA High School,395,53.67%,65.82%,39.35,57.14,19.44,37.24,AFSA High School,20.1,33.33,AFSA High School,-0.505972046,-0.1991,0.033950617,0.0066,-0.489199492,-0.1925,-0.348267413,-0.199,-0.104994629,-0.0391,-0.416695835,-0.2381,AFSA High School,-0.1925
7,4075,Avalon School,239,70.71%,26.78%,Avalon School,247,65.59%,16.60%,Avalon School,275,65.09%,29.09%,37.86,60.2,23.75,66.67,Avalon School,34.62,53.77,Avalon School,-0.372688854,-0.1411,0.457684211,0.1087,-0.085578447,-0.0324,0.107475083,0.0647,-0.193490325,-0.129,-0.106810631,-0.0643,Avalon School,-0.0324
7,4078,Twin Cities International Schools,1021,0.10%,>=90%,Twin Cities International Schools,986,0.10%,>=90%,Twin Cities International Schools,921,0.00%,>=90%,41.12,42.98,18.13,27.95,Twin Cities International Schools,24.88,30.88,Twin Cities International Schools,-0.559095331,-0.2299,0.372311087,0.0675,-0.394941634,-0.1624,-0.349697534,-0.1503,0.104830054,0.0293,-0.281526291,-0.121,Twin Cities International Schools,-0.121
7,4079,Friendship Academy of Fine Arts Charter,168,1.79%,72.62%,Friendship Academy of the Arts,334,2.99%,84.73%,Friendship Academy of the Arts,211,2.37%,82.46%,51.09,52.17,8.04,12.32,Friendship Academy of the Arts,11.63,20.15,Friendship Academy of the Arts,-0.842630652,-0.4305,0.446517413,0.0359,-0.772362498,-0.3946,-0.763848955,-0.3985,0.635551948,0.0783,-0.613762699,-0.3202,Friendship Academy of Fine Arts Charter,-0.3202
7,4082,BlueSky Charter School,481,78.59%,28.90%,BlueSky Charter School,562,76.16%,34.70%,BlueSky Charter School,634,75.87%,47.00%,13.75,43.93,22.9,48.03,BlueSky Charter School,16.42,40.29,BlueSky Charter School,0.665454545,0.0915,-0.282969432,-0.0648,0.194181818,0.0267,0.093330298,0.041,-0.161149282,-0.0774,-0.082859094,-0.0364,BlueSky Charter School,0.0267
7,4083,Ridgeway Community School,99,98.99%,27.27%,Ridgeway Community School,103,97.09%,13.59%,Ridgeway Community School,97,98.97%,23.71%,50,54.35,75,65.91,Ridgeway Community School,64.58,43.75,Ridgeway Community School,0.5,0.25,-0.138933333,-0.1042,0.2916,0.1458,0.212695492,0.1156,-0.336216052,-0.2216,-0.195032199,-0.106,Ridgeway Community School,0.1458
7,4084,North Shore Community School,348,94.54%,29.60%,North Shore Community School,357,93.28%,17.37%,North Shore Community School,355,98.31%,29.86%,67.53,64.43,56.94,62.32,North Shore Community School,57.44,64.25,North Shore Community School,-0.156819191,-0.1059,0.008781173,0.005,-0.149415075,-0.1009,-0.03274872,-0.0211,0.030969191,0.0193,-0.00279373,-0.0018,North Shore Community School,-0.0018
7,4085,Harbor City International Charter,215,83.72%,36.74%,Harbor City International Charter,196,80.10%,24.49%,Harbor City International Charter,194,81.96%,41.24%,47.62,80.77,43.59,71.43,Harbor City International Charter,52.78,69.77,Harbor City International Charter,-0.084628307,-0.0403,0.210828172,0.0919,0.108357833,0.0516,-0.115636994,-0.0934,-0.023239535,-0.0166,-0.136189179,-0.11,Harbor City International Charter,0.0516
7,4088,Urban Academy Charter School,366,1.09%,>=90%,Urban Academy Charter School,483,0.21%,>=90%,Urban Academy,416,0.96%,>=90%,29.33,33.33,13.89,28.7,Urban Academy,34.68,38.73,Urban Academy,-0.526423457,-0.1544,1.496760259,0.2079,0.182407092,0.0535,-0.138913891,-0.0463,0.349477352,0.1003,0.162016202,0.054,Urban Academy Charter School,0.054
7,4089,New City School,306,56.86%,32.35%,New City School,301,57.48%,36.88%,New City School,351,56.13%,52.42%,50,63.4,36.32,56.03,New City School,38.02,47.51,New City School,-0.2736,-0.1368,0.046806167,0.017,-0.2396,-0.1198,-0.116246057,-0.0737,-0.152061396,-0.0852,-0.250630915,-0.1589,New City School,-0.1198
7,4090,Prairie Creek Community School,179,86.03%,13.97%,Prairie Creek Community School,178,81.46%,3.93%,Prairie Creek Community School,180,86.11%,17.78%,70.45,70.45,56.18,73.03,Prairie Creek Community School,57.95,67.82,Prairie Creek Community School,-0.202555004,-0.1427,0.031505874,0.0177,-0.177430802,-0.125,0.036621718,0.0258,-0.071340545,-0.0521,-0.037331441,-0.0263,Prairie Creek Community School,-0.0263
7,4091,Arcadia Charter School,116,88.79%,9.48%,Arcadia Charter School,127,81.89%,20.47%,Arcadia Charter School,116,81.03%,31.03%,60,73.91,38.57,68.66,Arcadia Charter School,33.87,63.01,Arcadia Charter School,-0.357166667,-0.2143,-0.121856365,-0.047,-0.4355,-0.2613,-0.071032337,-0.0525,-0.082289543,-0.0565,-0.147476661,-0.109,Arcadia Charter School,-0.109
7,4093,New Century Academy,138,86.23%,69.57%,New Century Academy,126,84.13%,49.21%,New Century Academy,95,86.32%,57.89%,14.75,40.63,12.31,34.88,New Century Academy,9.09,22.92,New Century Academy,-0.165423729,-0.0244,-0.261575955,-0.0322,-0.383728814,-0.0566,-0.141521044,-0.0575,-0.342889908,-0.1196,-0.435884814,-0.1771,New Century Academy,-0.0566
7,4095,TRIO Wolf Creek Distance Learning,184,95.11%,14.67%,TRIO Wolf Creek Distance Learning,183,88.52%,16.39%,TRIO Wolf Creek Distance Learning,191,79.06%,32.98%,9.26,48,5.71,41.67,TRIO Wolf Creek Distance Learning,8.82,34.78,TRIO Wolf Creek Distance Learning,-0.38336933,-0.0355,0.544658494,0.0311,-0.047516199,-0.0044,-0.131875,-0.0633,-0.165346772,-0.0689,-0.275416667,-0.1322,TRIO Wolf Creek Distance Learning,-0.0044
7,4097,"Partnership Academy, Inc.",314,1.27%,82.17%,"Partnership Academy, Inc.",515,2.91%,73.01%,"Partnership Academy, Inc.",515,1.55%,86.99%,20.11,22.28,8.15,16.77,"Partnership Academy, Inc.",30.06,24.7,"Partnership Academy, Inc.",-0.594728991,-0.1196,2.688343558,0.2191,0.494778717,0.0995,-0.247307002,-0.0551,0.472868217,0.0793,0.108617594,0.0242,"Partnership Academy, Inc.",0.0995
7,4098,Nova Classical Academy,993,69.18%,11.88%,Nova Classical Academy,984,63.31%,8.43%,Nova Classical Academy,1041,54.66%,22.09%,85.15,84.77,76.39,79.01,Nova Classical Academy,73.23,74.65,Nova Classical Academy,-0.102877275,-0.0876,-0.041366671,-0.0316,-0.139988256,-0.1192,-0.067948567,-0.0576,-0.055182888,-0.0436,-0.119381857,-0.1012,Nova Classical Academy,-0.1012
7,4100,Great Expectations,105,93.33%,39.05%,Great Expectations,127,92.13%,24.41%,Great Expectations,113,84.07%,26.55%,43.86,70.18,38.03,59.15,Great Expectations,41.98,65.43,Great Expectations,-0.132922937,-0.0583,0.103865369,0.0395,-0.042863657,-0.0188,-0.157167284,-0.1103,0.106170752,0.0628,-0.067683101,-0.0475,Great Expectations,-0.0188
7,4103,Hmong College Prep Academy,2201,0.05%,80.87%,Hmong College Prep Academy,2327,0.04%,83.46%,Hmong College Prep Academy,2503,0.08%,82.42%,37.03,35.44,11.37,24.46,Hmong College Prep Academy,15.12,22.79,Hmong College Prep Academy,-0.692951661,-0.2566,0.329815303,0.0375,-0.59168242,-0.2191,-0.309819413,-0.1098,-0.068274734,-0.0167,-0.356941309,-0.1265,Hmong College Prep Academy,-0.1265
7,4105,Great River School,652,72.55%,11.81%,Great River School,790,75.57%,10.00%,Great River School,794,75.44%,18.51%,50.9,73.62,32.77,69.57,Great River School,35.85,68.43,Great River School,-0.356188605,-0.1813,0.093988404,0.0308,-0.2956778,-0.1505,-0.055012225,-0.0405,-0.016386373,-0.0114,-0.070497148,-0.0519,Great River School,-0.0519
7,4106,TrekNorth High School,252,48.41%,59.52%,TrekNorth High School,251,43.82%,51.79%,TrekNorth High School,253,38.74%,65.22%,39.73,62.75,14.89,40.26,TrekNorth High School,12.88,39.16,TrekNorth High School,-0.625220237,-0.2484,-0.134989926,-0.0201,-0.675811729,-0.2685,-0.358406375,-0.2249,-0.027322404,-0.011,-0.375936255,-0.2359,TrekNorth High School,-0.2359
7,4107,Voyageurs Expeditionary,104,30.77%,82.69%,Voyageurs Expeditionary,100,26.00%,71.00%,Voyageurs Expeditionary,127,24.41%,82.68%,16.13,44.83,5.45,26.23,Voyageurs Expeditionary,7.55,21.15,Voyageurs Expeditionary,-0.662120273,-0.1068,0.385321101,0.021,-0.531928084,-0.0858,-0.414900736,-0.186,-0.193671369,-0.0508,-0.528217711,-0.2368,Voyageurs Expeditionary,-0.0858
7,4110,PIM Arts High School,307,71.99%,17.59%,PIM Arts High School,379,68.60%,6.60%,PIM Arts High School,349,72.49%,22.06%,29.33,64.79,18.42,69.23,PIM Arts High School,14.75,77.32,PIM Arts High School,-0.371974088,-0.1091,-0.199239957,-0.0367,-0.497101943,-0.1458,0.068529094,0.0444,0.116856854,0.0809,0.193394042,0.1253,PIM Arts High School,0.1253
7,4112,St Paul Conservatory Performing Art,474,69.20%,14.35%,Saint Paul Conservatory for Performing Artists,438,64.16%,7.99%,Saint Paul Conservatory for Performing Artists,336,63.10%,15.77%,49.15,79.44,37.8,71.95,Saint Paul Conservatory for Performing Artists,30.99,80.36,Saint Paul Conservatory for Performing Artists,-0.230925738,-0.1135,-0.18015873,-0.0681,-0.36948118,-0.1816,-0.094284995,-0.0749,0.116886727,0.0841,0.011581067,0.0092,St. Paul Conservatory Performing Arts,0.0092
7,4113,Spero Academy,127,55.91%,40.16%,Spero Academy,143,49.65%,31.47%,Spero Academy,275,44.00%,34.55%,35.29,36.76,29.17,32.86,Spero Academy,13.28,16.28,Spero Academy,-0.173420232,-0.0612,-0.544737744,-0.1589,-0.62368943,-0.2201,-0.10609358,-0.039,-0.50456482,-0.1658,-0.557127312,-0.2048,Spero Academy,-0.2048
7,4116,Lakes International Language Academy,1117,82.18%,11.37%,Lakes International Language Academy,1263,77.20%,7.92%,Lakes International Language Academy,1442,73.72%,19.76%,58.47,65.22,47.55,52.97,Lakes International Language Academy,42.67,49.64,Lakes International Language Academy,-0.186762442,-0.1092,-0.102628812,-0.0488,-0.270224047,-0.158,-0.18782582,-0.1225,-0.062865773,-0.0333,-0.238883778,-0.1558,Lakes International Language Academy,-0.1558
7,4118,Kaleidoscope Charter School,572,89.51%,22.90%,Kaleidoscope Charter School,554,82.49%,17.15%,Kaleidoscope Charter School,493,76.06%,33.27%,53.85,62.24,36.01,50.7,Kaleidoscope Charter School,33.68,39.66,Kaleidoscope Charter School,-0.331290622,-0.1784,-0.064704249,-0.0233,-0.37455896,-0.2017,-0.185411311,-0.1154,-0.217751479,-0.1104,-0.362789203,-0.2258,Kaleidoscope Charter School,-0.2017
7,4120,St. Croix Preparatory Academy,1174,81.60%,5.37%,St. Croix Preparatory Academy,1189,76.62%,5.30%,St. Croix Preparatory Academy,1212,71.20%,10.73%,85.9,89.97,78.64,81.8,St. Croix Preparatory Academy,77.72,79.62,St. Croix Preparatory Academy,-0.08451688,-0.0726,-0.011698881,-0.0092,-0.095227008,-0.0818,-0.090808047,-0.0817,-0.026650367,-0.0218,-0.115038346,-0.1035,St. Croix Preparatory Academy,-0.0818
7,4121,Ubah Medical Academy Charter School,312,0.96%,>=90%,Ubah Medical Academy Charter School,300,0.67%,>=90%,Ubah Academy,321,0.31%,>=90%,37.5,61.97,1.67,28.38,Ubah Medical Academy Charter School,11.29,34.33,Ubah Academy,-0.955466667,-0.3583,5.760479042,0.0962,-0.698933333,-0.2621,-0.542036469,-0.3359,0.209654686,0.0595,-0.446022269,-0.2764,Ubah Medical Academy Charter School,-0.2621
7,4122,Eagle Ridge Academy Charter School,1368,40.50%,19.37%,Eagle Ridge Academy Charter School,1413,32.13%,15.99%,Eagle Ridge Academy Charter School,1532,28.39%,33.62%,82.17,78.1,70.37,68.91,Eagle Ridge Academy Charter School,73.54,68.52,Eagle Ridge Academy Charter School,-0.143604722,-0.118,0.045047606,0.0317,-0.105026165,-0.0863,-0.117669654,-0.0919,-0.005659556,-0.0039,-0.122663252,-0.0958,Eagle Ridge Academy Charter School,-0.0863
7,4124,Beacon Academy,589,55.18%,37.69%,Beacon Academy,475,44.00%,30.32%,Beacon Academy,524,35.50%,48.47%,33.67,47.34,21.65,34.09,Beacon Academy,23.32,46.11,Beacon Academy,-0.356994357,-0.1202,0.077136259,0.0167,-0.307395307,-0.1035,-0.279890156,-0.1325,0.352596069,0.1202,-0.025982256,-0.0123,Beacon Academy,-0.0123
7,4126,Prairie Seeds Academy,716,0.70%,65.36%,Prairie Seeds Academy,765,0.39%,70.85%,Prairie Seeds Academy,860,0.00%,68.37%,21.97,34.24,17.63,22.71,Prairie Seeds Academy,22.71,24.25,Prairie Seeds Academy,-0.197542103,-0.0434,0.288145207,0.0508,0.033682294,0.0074,-0.336740654,-0.1153,0.067811537,0.0154,-0.291764019,-0.0999,Prairie Seeds Academy,0.0074
7,4127,TEAM Academy,128,58.59%,52.34%,TEAM Academy,109,51.38%,60.55%,TEAM Academy,101,52.48%,81.19%,33.33,40,20,32.14,TEAM Academy,36.73,34.69,TEAM Academy,-0.399939994,-0.1333,0.8365,0.1673,0.102010201,0.034,-0.1965,-0.0786,0.079340386,0.0255,-0.13275,-0.0531,TEAM Academy,0.034
7,4131,Metro Schools Charter,385,0.00%,31.69%,Metro Schools Charter,832,0.12%,>=90%,Metro Schools Charter,1535,0.20%,>=90%,9.55,19.9,14.11,23.89,Metro Schools Charter,44.4,48.63,Metro Schools Charter,0.477486911,0.0456,2.146704465,0.3029,3.64921466,0.3485,0.200502513,0.0399,1.03557974,0.2474,1.443718593,0.2873,Metro Schools Charter,0.3485
7,4132,Twin Cities Academy,623,33.55%,54.25%,Twin Cities Academy,487,23.82%,58.11%,Twin Cities Academy,547,14.99%,62.34%,34.2,53.35,14.23,33.61,Twin Cities Academy,12.6,26.23,Twin Cities Academy,-0.583918129,-0.1997,-0.114546732,-0.0163,-0.631578947,-0.216,-0.370009372,-0.1974,-0.219577507,-0.0738,-0.508341143,-0.2712,Twin Cities Academy,-0.216
7,4135,Rochester Math And Science Academy,347,0.29%,26.22%,Rochester Math And Science Academy,445,0.00%,>=90%,Rochester Math And Science Academy,552,0.00%,>=90%,36.21,33.62,29.1,31.2,Rochester Math and Science Academy,36.63,39.06,Rochester Math and Science Academy,-0.196354598,-0.0711,0.258762887,0.0753,0.011599006,0.0042,-0.071980964,-0.0242,0.251923077,0.0786,0.161808447,0.0544,Rochester Math and Science Academy,0.0544
7,4137,Swan River Montessori Charter School,158,94.30%,10.76%,Swan River Montessori Charter School,139,92.09%,13.67%,Swan River Montessori Charter School,161,93.79%,3.73%,55.84,64.94,45,60,Swan River Montessori Charter School,42.67,61.64,Swan River Montessori Charter School,-0.194126074,-0.1084,-0.051777778,-0.0233,-0.235852436,-0.1317,-0.076070219,-0.0494,0.027333333,0.0164,-0.050816138,-0.033,Swan River Montessori Charter School,-0.033
7,4140,Yinghua Academy,822,53.04%,10.22%,Yinghua Academy,832,47.48%,7.57%,Yinghua Academy,851,38.43%,16.57%,84.69,74.22,77.37,73.08,Yinghua Academy,84.85,72.82,Yinghua Academy,-0.086432873,-0.0732,0.096678299,0.0748,0.001889243,0.0016,-0.015359741,-0.0114,-0.003557745,-0.0026,-0.01886284,-0.014,Yinghua Academy,0.0016
7,4142,Stride Academy Charter School,372,30.65%,51.34%,STRIDE Academy,519,18.50%,69.75%,STRIDE Academy,569,6.50%,83.66%,46.7,48.34,19.27,29.64,STRIDE Academy,16.46,26.23,STRIDE Academy,-0.587366167,-0.2743,-0.145822522,-0.0281,-0.647537473,-0.3024,-0.386843194,-0.187,-0.115047233,-0.0341,-0.457385188,-0.2211,Stride Academy Charter School,-0.2211
7,4143,New Millennium Academy Charter Sch,688,0.58%,75.87%,New Millennium Academy,792,0.25%,68.94%,New Millennium Academy,845,0.47%,81.89%,30.46,25.83,14.29,18.18,New Millennium Academy,21.88,25.81,New Millennium Academy,-0.530860144,-0.1617,0.531140658,0.0759,-0.281680893,-0.0858,-0.296167247,-0.0765,0.419691969,0.0763,-0.000774293,-0.0002,New Millennium Academy Charter School,-0.0002
7,4145,Birch Grove Community School,30,93.33%,60.00%,Birch Grove Community School,36,80.56%,22.22%,Birch Grove Community School,45,80.00%,51.11%,62.5,56.25,66.67,83.33,Birch Grove Community School,44.44,50,Birch Grove Community School,0.06672,0.0417,-0.333433328,-0.2223,-0.28896,-0.1806,0.481422222,0.2708,-0.399975999,-0.3333,-0.111111111,-0.0625,Birch Grove Community School,-0.0625
7,4151,EdVisions Off Campus School,112,82.14%,13.39%,EdVisions Off Campus School,109,76.15%,17.43%,EdVisions Off Campus School,98,78.57%,9.18%,22.5,62.16,40.91,71.43,EdVisions Off Campus School,18.18,58.82,EdVisions Off Campus School,0.818222222,0.1841,-0.555609875,-0.2273,-0.192,-0.0432,0.149131274,0.0927,-0.176536469,-0.1261,-0.053732304,-0.0334,EdVisions Off Campus School,-0.0334
7,4152,Twin Cities German Immersion Charter School,586,86.69%,8.02%,Twin Cities German Immersion Charter School,593,84.65%,7.08%,Twin Cities German Immersion Charter School,563,83.66%,8.70%,67.23,74.08,43.01,67.02,Twin Cities German Immersion Charter School,50.27,70.97,Twin Cities German Immersion Charter School,-0.360255838,-0.2422,0.168797954,0.0726,-0.252268333,-0.1696,-0.095302376,-0.0706,0.058937631,0.0395,-0.041981641,-0.0311,Twin Cities German Immersion Charter School,-0.0311
7,4153,Dugsi Academy,288,0.00%,>=90%,Midway Star Academy,399,0.00%,>=90%,Midway Star Academy,393,0.25%,>=90%,17.48,19.42,14.1,17.8,Midway Star Academy,21.43,33.97,Midway Star Academy,-0.193363844,-0.0338,0.519858156,0.0733,0.22597254,0.0395,-0.083419156,-0.0162,0.908426966,0.1617,0.7492276,0.1455,Dugsi Academy,0.1455
7,4155,Naytahwaush Community School,121,0.00%,79.34%,Naytahwaush Community School,145,0.00%,75.86%,Naytahwaush Community School,134,0.00%,81.34%,26.32,25,12.86,21.43,Naytahwaush Community School,23.94,26.03,Naytahwaush Community School,-0.511398176,-0.1346,0.861586314,0.1108,-0.090425532,-0.0238,-0.1428,-0.0357,0.214652357,0.046,0.0412,0.0103,Naytahwaush Community School,0.0103
7,4159,Seven Hills Preparatory Academy,986,55.98%,20.79%,Seven Hills Preparatory Academy,1116,47.31%,23.21%,Seven Hills Preparatory Academy,1096,35.86%,36.04%,64.42,70.97,53.9,66.57,Seven Hills Preparatory Academy,51.48,62.85,Seven Hills Preparatory Academy,-0.163303322,-0.1052,-0.044897959,-0.0242,-0.200869295,-0.1294,-0.061998027,-0.044,-0.055881027,-0.0372,-0.114414541,-0.0812,Seven Hills Preparatory Academy,-0.0812
7,4160,Spectrum High School,745,89.40%,11.68%,Spectrum High School,840,84.52%,8.21%,Spectrum High School,940,85.96%,14.89%,60.87,69.48,47.12,71.66,Spectrum High School,39.63,62.66,Spectrum High School,-0.225891244,-0.1375,-0.158955857,-0.0749,-0.348940365,-0.2124,0.031375936,0.0218,-0.125593078,-0.09,-0.098157743,-0.0682,Spectrum High School,-0.0682
